-3.748115E-11  9.478906E-11 -1.061267E+00
-2.067940E-10 -3.549263E-11 -1.001802E+00
 1.104504E-10 -4.383642E-11 -9.528102E-01
-7.755095E-12 -8.157445E-12 -8.991310E-01
 2.147799E-11 -2.581393E-10 -8.333071E-01
-2.537882E-11 -2.201068E-10 -7.507246E-01
-5.635717E-11  7.067660E-11 -6.313468E-01
 1.171680E-10  1.425765E-10 -4.389496E-01
 2.232842E-11  9.088990E-12 -1.260702E-01
-1.311649E-11  2.100677E-11  3.219807E-01
-6.301866E-11  1.397734E-11  8.396958E-01
 4.350120E-12 -1.144162E-12  6.002629E-01
-5.209529E-11  3.138737E-11 -4.115678E-01
 2.821032E-11 -2.513198E-11 -7.966155E-01
 7.876168E-11  7.797788E-11 -7.705005E-01
-3.419961E-11 -3.186172E-11 -7.446817E-01
-4.458375E-11 -1.189655E-11 -7.056552E-01
 8.478691E-12  2.808462E-11 -6.561644E-01
-6.333613E-11  2.174602E-10 -6.008049E-01
 1.258808E-10 -1.215724E-10 -5.181681E-01
-4.242092E-11 -2.909073E-10 -3.572502E-01
-3.248786E-10  2.539055E-11 -5.411335E-02
 2.430593E-10 -1.152069E-11  4.092001E-01
 7.914199E-11 -1.304611E-10  9.537213E-01
-3.436370E-10 -8.695798E-12  6.640760E-01
 6.292304E-11  5.193674E-11 -3.107945E-01
 4.871743E-11 -2.120444E-11 -6.202127E-01
 1.397647E-10 -1.631843E-10 -6.206534E-01
 4.226579E-11  1.046196E-10 -6.168825E-01
 5.930973E-11  5.881779E-11 -5.995483E-01
-2.564279E-10  1.519580E-10 -5.723513E-01
-1.074660E-10  9.574800E-11 -5.362761E-01
 2.740517E-10 -2.442607E-11 -4.641048E-01
-6.681024E-11  5.323681E-12 -3.016512E-01
-4.124505E-11  6.844903E-11  1.293447E-02
-1.400207E-11  9.538173E-11  4.919322E-01
 2.690785E-11  6.122006E-11  1.049478E+00
-6.211060E-11  3.390297E-11  7.142329E-01
-8.675394E-11  9.943020E-12 -2.555889E-01
-7.641590E-11 -8.587985E-11 -5.359770E-01
 8.298081E-11  7.559196E-11 -5.613808E-01
 6.632938E-11  1.833992E-11 -5.804007E-01
-1.435783E-11  1.373693E-11 -5.902418E-01
-5.063928E-11 -3.290863E-11 -5.883988E-01
 7.002073E-11  1.696157E-10 -5.630642E-01
 1.633741E-10 -9.574150E-11 -4.805692E-01
-4.407322E-10  6.619528E-11 -2.939034E-01
 1.025025E-11  3.149548E-12  4.324235E-02
-1.469036E-10  1.287665E-10  5.309939E-01
 9.859485E-11  2.529087E-11  1.088839E+00
 2.014757E-11  3.460853E-12  7.342470E-01
-1.457552E-10 -7.339849E-12 -2.395958E-01
-1.032026E-10  1.810418E-11 -5.463638E-01
 1.577836E-11  2.613781E-11 -6.087662E-01
 5.064970E-11 -6.573226E-11 -6.544610E-01
-2.606653E-11  6.922020E-11 -6.900788E-01
 1.511025E-10 -5.944022E-11 -7.080766E-01
 8.945852E-11  4.768634E-11 -6.838390E-01
 1.911794E-10  6.508721E-11 -5.817374E-01
 3.797599E-11 -3.128936E-11 -3.668034E-01
 1.394943E-11 -7.643535E-11 -1.410624E-02
-1.562967E-11 -8.270213E-12  4.635559E-01
 7.773576E-12  2.529766E-11  7.272899E-01
-1.352635E-11 -7.001487E-12  3.681454E-01
 2.033006E-11 -1.953213E-11 -1.239885E-01
 2.349125E-11 -6.364820E-11 -4.972058E-01
 6.136550E-11 -5.655679E-11 -7.737395E-01
-2.154819E-11 -1.879512E-10 -8.463666E-01
 7.994094E-11  1.896113E-10 -9.020100E-01
-1.232040E-11 -7.728845E-11 -9.311639E-01
-2.016141E-10  6.463310E-11 -9.016144E-01
-3.644537E-11  1.569146E-10 -7.813756E-01
-6.157172E-11  3.289541E-11 -5.535100E-01
 8.483907E-11 -2.408580E-11 -2.119495E-01
-5.337671E-11 -3.073379E-11  1.604895E-01
-1.380638E-11  9.653638E-12  1.729389E-01
 5.831203E-11 -1.449214E-12 -2.111626E-01
-1.061018E-10 -7.345406E-11 -7.725962E-01
 9.622117E-11  1.353778E-10 -1.128375E+00
-9.043400E-11  9.019794E-11 -1.201046E+00
-2.522776E-12 -1.819010E-11 -1.246078E+00
-1.937036E-10  6.278594E-11 -1.214642E+00
 5.422261E-11 -4.212673E-11 -1.083261E+00
-6.012343E-11 -6.406345E-11 -8.668130E-01
-3.614573E-11 -2.516740E-11 -4.256754E-01
 3.376116E-12  5.553454E-12 -4.437831E-02
-4.365948E-11  4.819956E-12 -3.344390E-01
 6.515550E-11  5.057284E-11 -6.675485E-01
-3.047550E-11  8.512282E-11 -7.198628E-01
-1.691238E-11 -2.271320E-11 -7.572055E-01
 6.835292E-11 -5.002108E-11 -7.460250E-01
 2.375439E-11 -4.960638E-12 -6.780362E-01
 1.208202E-11  3.374760E-11 -5.752762E-01
-1.631105E-11  2.522838E-11 -2.551535E-01
