-1.024331E-12  3.005321E-12 -8.680581E-01
 1.411536E-10 -5.336024E-11 -1.627560E+00
-3.506734E-11  3.935641E-12 -1.504025E+00
 7.654550E-11 -7.462295E-12 -1.352081E+00
 1.268852E-12  9.836364E-13 -1.149806E+00
-1.051556E-12  1.520865E-11 -9.019924E-01
-7.181726E-11 -9.184921E-11 -6.331679E-01
 7.052890E-11  8.624978E-12 -3.768225E-01
-1.135376E-11  4.969796E-12 -1.073604E-01
 2.304531E-11 -2.022015E-11 -7.071074E-01
-1.565656E-10  1.887485E-11 -2.154343E+00
 7.032967E-11 -3.755168E-11 -2.774189E+00
 6.356985E-12  1.278888E-10 -2.559946E+00
-1.198082E-10 -1.079098E-10 -2.296182E+00
-5.967140E-12 -7.802586E-11 -1.949360E+00
-9.005241E-11 -1.127084E-10 -1.520792E+00
 7.456992E-12  1.062556E-10 -1.047434E+00
-6.827031E-11 -2.058418E-11 -5.777419E-01
 3.334968E-11 -2.576941E-11 -1.164053E-01
-2.084716E-11  1.765279E-11  6.460222E-02
 9.598425E-12 -4.717393E-11 -5.661941E-01
 1.050525E-10 -1.084939E-10 -1.745853E+00
 2.119793E-11  1.371915E-11 -2.286202E+00
 5.226776E-11 -9.656594E-12 -2.157400E+00
 5.498992E-11  6.018798E-11 -2.007976E+00
-6.957412E-12 -8.911989E-11 -1.819699E+00
 3.602728E-11 -6.196177E-11 -1.560777E+00
-1.104594E-10 -3.746306E-11 -1.221329E+00
 7.235944E-11 -1.069034E-11 -8.242733E-01
-4.901724E-11 -9.170677E-12 -3.977994E-01
 2.774257E-11  2.355774E-11  4.413022E-02
-7.897773E-11  4.210318E-11  3.535998E-01
-5.687058E-12 -1.079067E-11  2.186122E-01
-6.102726E-11  6.454650E-13 -9.701182E-01
 8.430692E-11  5.734591E-12 -1.853012E+00
-1.633829E-10 -1.233477E-11 -1.744579E+00
 2.007058E-11  6.520793E-12 -1.645154E+00
-4.803288E-11 -1.213442E-10 -1.548172E+00
-2.054537E-11 -4.243083E-12 -1.426197E+00
-5.909369E-11  3.978597E-11 -1.246246E+00
 3.194702E-11 -8.187731E-11 -9.911097E-01
-1.689962E-10 -3.043497E-11 -6.665524E-01
 7.114291E-11 -9.413865E-11 -2.813481E-01
 1.895646E-10 -1.385206E-10  1.566696E-01
-6.496187E-12 -1.429457E-10  6.185718E-01
 1.423589E-11  6.116985E-11  4.749817E-01
 2.396062E-11  4.669828E-11 -7.485576E-01
 1.034560E-10  5.434853E-11 -1.414770E+00
-4.703616E-11  3.609014E-11 -1.321736E+00
 1.927797E-10  1.076011E-10 -1.248687E+00
 5.451132E-11  3.509958E-11 -1.181126E+00
 7.807860E-11  1.554331E-10 -1.097232E+00
 2.524902E-11  3.274835E-11 -9.754336E-01
 2.001680E-11  7.416874E-12 -7.954872E-01
-2.298593E-10 -6.594267E-11 -5.429561E-01
 4.204886E-11  1.632910E-10 -1.987428E-01
 2.857918E-11  1.071688E-10  2.405662E-01
 1.619270E-11  1.744426E-11  7.267842E-01
 3.158418E-11  1.276394E-11  5.354468E-01
-9.726589E-12 -9.508720E-11 -5.580825E-01
