$VOI_ElementDataFile;$VOI_ElementDataFilePath;$VOI_ElementType;$VOI_DimSize_x;$VOI_DimSize_y;$VOI_DimSize_z;$VOI_ElementSpacing_x;$VOI_ElementSpacing_y;$VOI_ElementSpacing_z;$VOI_Size_x;$VOI_Size_y;$VOI_Size_z;$VOI_Offset_x;$VOI_Offset_y;$VOI_Offset_z;$minVal;$maxVal;$voxSum;$graySum;$xsVox;$ysVox;$zsVox;$Date;$Time;$MID_Pos_x;$MID_Pos_y;$MID_Pos_z;
bone_cut.mhd;na;int32;106;70;164;0.996093;0.996093;1;105.586;69.7265;164;-120.859;190.406;20.8;-862;1769;1216880;8.80766e+07;na;na;na;29 Dec 2023;14:12:32;53;35;82;
