Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
92.8926;-92.8924;0.200908;9.28926;9.28926;-9.28924;0.0200908;-9.28924;0.0200908;-0.145745;-0.000803607;0;0.1;862.903;0;
91.0885;-91.0884;0.101713;9.10885;9.10885;-9.10884;0.0101713;-9.10884;0.0101713;-0.145376;-0.000799599;0;0.1;829.711;0;
89.2845;-89.2845;0.00251736;8.92845;8.92845;-8.92845;0.000251736;-8.92845;0.000251736;-0.145015;-0.000795591;0;0.1;797.171;0;
87.4805;-87.4805;-0.0966779;8.74805;8.74805;-8.74805;-0.00966779;-8.74805;-0.00966779;-0.14466;-0.000791583;0;0.1;765.285;0;
85.6768;-85.6765;-0.195873;8.56768;8.56768;-8.56765;-0.0195873;-8.56765;-0.0195873;-0.144313;-0.000787575;0;0.1;734.051;0;
83.8731;-83.8726;-0.295068;8.38731;8.38731;-8.38726;-0.0295068;-8.38726;-0.0295068;-0.143974;-0.000783567;0;0.1;703.469;0;
82.0696;-82.0686;-0.394264;8.20696;8.20696;-8.20686;-0.0394264;-8.20686;-0.0394264;-0.143641;-0.000779559;0;0.1;673.541;0;
80.7009;-80.6942;1.04175;8.07009;8.07009;-8.06942;0.104175;-8.06942;0.104175;-0.143314;-0.000775551;0;0.1;651.264;0;
79.3865;-79.3807;0.960925;7.93865;7.93865;-7.93807;0.0960925;-7.93807;0.0960925;-0.142993;-0.000771543;0;0.1;630.222;0;
78.0721;-78.0671;0.880099;7.80721;7.80721;-7.80671;0.0880099;-7.80671;0.0880099;-0.142677;-0.000767535;0;0.1;609.525;0;
76.7578;-76.7536;0.799274;7.67578;7.67578;-7.67536;0.0799274;-7.67536;0.0799274;-0.142367;-0.000763527;0;0.1;589.176;0;
75.4435;-75.4401;0.718448;7.54435;7.54435;-7.54401;0.0718448;-7.54401;0.0718448;-0.142062;-0.000759519;0;0.1;569.172;0;
74.1293;-74.1266;0.637623;7.41293;7.41293;-7.41266;0.0637623;-7.41266;0.0637623;-0.141762;-0.000755511;0;0.1;549.515;0;
72.8152;-72.813;0.556797;7.28152;7.28152;-7.2813;0.0556797;-7.2813;0.0556797;-0.141468;-0.000751503;0;0.1;530.205;0;
71.5011;-71.4995;0.475972;7.15011;7.15011;-7.14995;0.0475972;-7.14995;0.0475972;-0.141179;-0.000747495;0;0.1;511.24;0;
70.1871;-70.186;0.395147;7.01871;7.01871;-7.0186;0.0395147;-7.0186;0.0395147;-0.140895;-0.000743487;0;0.1;492.622;0;
68.8676;-68.8661;0.457731;6.88676;6.88676;-6.88661;0.0457731;-6.88661;0.0457731;-0.140616;-0.000739479;0;0.1;474.274;0;
67.5473;-67.5451;0.548552;6.75473;6.75473;-6.75451;0.0548552;-6.75451;0.0548552;-0.140343;-0.000735471;0;0.1;456.264;0;
66.2273;-66.2242;0.639372;6.62273;6.62273;-6.62242;0.0639372;-6.62242;0.0639372;-0.140075;-0.000731463;0;0.1;438.605;0;
64.9073;-64.9032;0.730193;6.49073;6.49073;-6.49032;0.0730193;-6.49032;0.0730193;-0.139812;-0.000727455;0;0.1;421.296;0;
63.5876;-63.5823;0.821013;6.35876;6.35876;-6.35823;0.0821013;-6.35823;0.0821013;-0.139555;-0.000723447;0;0.1;404.338;0;
62.268;-62.2613;0.911834;6.2268;6.2268;-6.22613;0.0911834;-6.22613;0.0911834;-0.139302;-0.000719439;0;0.1;387.73;0;
60.9486;-60.9404;1.00265;6.09486;6.09486;-6.09404;0.100265;-6.09404;0.100265;-0.139055;-0.000715431;0;0.1;371.473;0;
59.6294;-59.6194;1.09347;5.96294;5.96294;-5.96194;0.109347;-5.96194;0.109347;-0.138814;-0.000711423;0;0.1;355.567;0;
58.3105;-58.2985;1.1843;5.83105;5.83105;-5.82985;0.11843;-5.82985;0.11843;-0.138578;-0.000707415;0;0.1;340.011;0;
57.7932;-57.7929;-0.191434;5.77932;5.77932;-5.77929;-0.0191434;-5.77929;-0.0191434;-0.138343;-0.000703407;0;0.1;334.005;0;
56.7106;-56.7104;-0.178586;5.67106;5.67106;-5.67104;-0.0178586;-5.67104;-0.0178586;-0.138114;-0.000699399;0;0.1;321.61;0;
55.6281;-55.6279;-0.165738;5.56281;5.56281;-5.56279;-0.0165738;-5.56279;-0.0165738;-0.137889;-0.000695391;0;0.1;309.449;0;
54.5456;-54.5454;-0.152891;5.45456;5.45456;-5.45454;-0.0152891;-5.45454;-0.0152891;-0.137668;-0.000691383;0;0.1;297.522;0;
53.463;-53.4629;-0.140043;5.3463;5.3463;-5.34629;-0.0140043;-5.34629;-0.0140043;-0.137452;-0.000687375;0;0.1;285.83;0;
52.3805;-52.3804;-0.127196;5.23805;5.23805;-5.23804;-0.0127196;-5.23804;-0.0127196;-0.137239;-0.000683367;0;0.1;274.372;0;
51.298;-51.2979;-0.114348;5.1298;5.1298;-5.12979;-0.0114348;-5.12979;-0.0114348;-0.137032;-0.000679359;0;0.1;263.148;0;
50.2155;-50.2154;-0.1015;5.02155;5.02155;-5.02154;-0.01015;-5.02154;-0.01015;-0.136828;-0.000675351;0;0.1;252.159;0;
49.133;-49.1329;-0.0886527;4.9133;4.9133;-4.91329;-0.00886527;-4.91329;-0.00886527;-0.136629;-0.000671343;0;0.1;241.405;0;
48.0504;-48.0504;-0.0758051;4.80504;4.80504;-4.80504;-0.00758051;-4.80504;-0.00758051;-0.136434;-0.000667335;0;0.1;230.884;0;
46.9679;-46.9679;-0.0629575;4.69679;4.69679;-4.69679;-0.00629575;-4.69679;-0.00629575;-0.136244;-0.000663327;0;0.1;220.599;0;
45.8854;-45.8854;-0.0501099;4.58854;4.58854;-4.58854;-0.00501099;-4.58854;-0.00501099;-0.136058;-0.000659319;0;0.1;210.547;0;
