Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
181.774;181.774;0.476147;18.1774;18.1774;18.1774;0.0476147;18.1774;0.0476147;0.467335;-0.000687375;0;0.1;3304.19;0;
178.094;178.093;0.432465;17.8094;17.8094;17.8093;0.0432465;17.8093;0.0432465;0.466614;-0.000683367;0;0.1;3171.74;0;
174.413;174.413;0.388783;17.4413;17.4413;17.4413;0.0388783;17.4413;0.0388783;0.465908;-0.000679359;0;0.1;3042;0;
170.733;170.732;0.345101;17.0733;17.0733;17.0732;0.0345101;17.0732;0.0345101;0.465216;-0.000675351;0;0.1;2914.96;0;
167.052;167.052;0.301419;16.7052;16.7052;16.7052;0.0301419;16.7052;0.0301419;0.464539;-0.000671343;0;0.1;2790.64;0;
163.371;163.371;0.257737;16.3371;16.3371;16.3371;0.0257737;16.3371;0.0257737;0.463877;-0.000667335;0;0.1;2669.02;0;
159.691;159.691;0.214056;15.9691;15.9691;15.9691;0.0214056;15.9691;0.0214056;0.463229;-0.000663327;0;0.1;2550.12;0;
156.01;156.01;0.170374;15.601;15.601;15.601;0.0170374;15.601;0.0170374;0.462597;-0.000659319;0;0.1;2433.92;0;
152.893;152.892;0.198844;15.2893;15.2893;15.2892;0.0198844;15.2892;0.0198844;0.461978;-0.000655311;0;0.1;2337.61;0;
150.242;150.242;0.154367;15.0242;15.0242;15.0242;0.0154367;15.0242;0.0154367;0.461371;-0.000651303;0;0.1;2257.27;0;
147.592;147.592;0.109889;14.7592;14.7592;14.7592;0.0109889;14.7592;0.0109889;0.460774;-0.000647295;0;0.1;2178.34;0;
144.942;144.942;0.0654123;14.4942;14.4942;14.4942;0.00654123;14.4942;0.00654123;0.460188;-0.000643287;0;0.1;2100.81;0;
142.291;142.291;0.0209352;14.2291;14.2291;14.2291;0.00209352;14.2291;0.00209352;0.459612;-0.000639279;0;0.1;2024.68;0;
139.641;139.641;-0.0235419;13.9641;13.9641;13.9641;-0.00235419;13.9641;-0.00235419;0.459047;-0.000635271;0;0.1;1949.96;0;
136.991;136.991;-0.0680191;13.6991;13.6991;13.6991;-0.00680191;13.6991;-0.00680191;0.458493;-0.000631263;0;0.1;1876.65;0;
134.341;134.341;-0.112496;13.4341;13.4341;13.4341;-0.0112496;13.4341;-0.0112496;0.457949;-0.000627255;0;0.1;1804.74;0;
131.69;131.69;-0.156973;13.169;13.169;13.169;-0.0156973;13.169;-0.0156973;0.457416;-0.000623246;0;0.1;1734.24;0;
129.04;129.04;-0.20145;12.904;12.904;12.904;-0.020145;12.904;-0.020145;0.456893;-0.000619238;0;0.1;1665.14;0;
126.39;126.39;-0.245928;12.639;12.639;12.639;-0.0245928;12.639;-0.0245928;0.456382;-0.00061523;0;0.1;1597.44;0;
