Er;Erx;Ery;Jr;Jrc;Jrcx;Jrcy;Jrx;Jry;V;X;Y;gamma;pj;t;
0.803164;-0.803164;0.000131584;0.0803164;0.0803164;-0.0803164;1.31584e-05;-0.0803164;1.31584e-05;0.00107538;-0.000482966;0;0.1;0.0645072;0;
0.79847;-0.79847;0.000306648;0.079847;0.079847;-0.079847;3.06648e-05;-0.079847;3.06648e-05;0.00107859;-0.000478958;0;0.1;0.0637554;0;
0.793776;-0.793776;0.000481712;0.0793776;0.0793776;-0.0793776;4.81712e-05;-0.0793776;4.81712e-05;0.00108178;-0.00047495;0;0.1;0.0630081;0;
0.789083;-0.789082;0.000656775;0.0789083;0.0789083;-0.0789082;6.56775e-05;-0.0789082;6.56775e-05;0.00108495;-0.000470942;0;0.1;0.0622652;0;
0.784389;-0.784389;0.000831839;0.0784389;0.0784389;-0.0784389;8.31839e-05;-0.0784389;8.31839e-05;0.0010881;-0.000466934;0;0.1;0.0615266;0;
0.779696;-0.779695;0.0010069;0.0779696;0.0779696;-0.0779695;0.00010069;-0.0779695;0.00010069;0.00109124;-0.000462926;0;0.1;0.0607925;0;
0.775002;-0.775001;0.00118197;0.0775002;0.0775002;-0.0775001;0.000118197;-0.0775001;0.000118197;0.00109435;-0.000458918;0;0.1;0.0600629;0;
0.770309;-0.770308;0.00135703;0.0770309;0.0770309;-0.0770308;0.000135703;-0.0770308;0.000135703;0.00109745;-0.00045491;0;0.1;0.0593376;0;
0.761611;-0.76161;-0.000323708;0.0761611;0.0761611;-0.076161;-3.23708e-05;-0.076161;-3.23708e-05;0.00110053;-0.000450902;0;0.1;0.0580051;0;
0.760967;-0.760966;-0.00102067;0.0760967;0.0760967;-0.0760966;-0.000102067;-0.0760966;-0.000102067;0.00110358;-0.000446894;0;0.1;0.057907;0;
0.755659;-0.755658;-0.000788312;0.0755659;0.0755659;-0.0755658;-7.88312e-05;-0.0755658;-7.88312e-05;0.00110662;-0.000442886;0;0.1;0.057102;0;
0.750351;-0.75035;-0.000555954;0.0750351;0.0750351;-0.075035;-5.55954e-05;-0.075035;-5.55954e-05;0.00110963;-0.000438878;0;0.1;0.0563026;0;
0.745043;-0.745043;-0.000323596;0.0745043;0.0745043;-0.0745043;-3.23596e-05;-0.0745043;-3.23596e-05;0.00111263;-0.00043487;0;0.1;0.0555089;0;
0.739735;-0.739735;-9.12375e-05;0.0739735;0.0739735;-0.0739735;-9.12375e-06;-0.0739735;-9.12375e-06;0.00111561;-0.000430862;0;0.1;0.0547207;0;
0.734427;-0.734427;0.000141121;0.0734427;0.0734427;-0.0734427;1.41121e-05;-0.0734427;1.41121e-05;0.00111856;-0.000426854;0;0.1;0.0539383;0;
0.729119;-0.729119;0.000373479;0.0729119;0.0729119;-0.0729119;3.73479e-05;-0.0729119;3.73479e-05;0.00112149;-0.000422846;0;0.1;0.0531615;0;
0.723834;-0.723834;0.000560364;0.0723834;0.0723834;-0.0723834;5.60364e-05;-0.0723834;5.60364e-05;0.00112441;-0.000418838;0;0.1;0.0523936;0;
0.718645;-0.718645;0.000324933;0.0718645;0.0718645;-0.0718645;3.24933e-05;-0.0718645;3.24933e-05;0.0011273;-0.00041483;0;0.1;0.051645;0;
0.713455;-0.713455;8.95025e-05;0.0713455;0.0713455;-0.0713455;8.95025e-06;-0.0713455;8.95025e-06;0.00113017;-0.000410822;0;0.1;0.0509018;0;
0.708265;-0.708265;-0.000145928;0.0708265;0.0708265;-0.0708265;-1.45928e-05;-0.0708265;-1.45928e-05;0.00113302;-0.000406814;0;0.1;0.050164;0;
0.703076;-0.703076;-0.000381359;0.0703076;0.0703076;-0.0703076;-3.81359e-05;-0.0703076;-3.81359e-05;0.00113584;-0.000402806;0;0.1;0.0494316;0;
0.697886;-0.697886;-0.00061679;0.0697886;0.0697886;-0.0697886;-6.1679e-05;-0.0697886;-6.1679e-05;0.00113865;-0.000398798;0;0.1;0.0487046;0;
0.692697;-0.692697;-0.000852221;0.0692697;0.0692697;-0.0692697;-8.52221e-05;-0.0692697;-8.52221e-05;0.00114144;-0.00039479;0;0.1;0.0479829;0;
0.683112;-0.683112;-5.07655e-05;0.0683112;0.0683112;-0.0683112;-5.07655e-06;-0.0683112;-5.07655e-06;0.0011442;-0.000390782;0;0.1;0.0466642;0;
0.680413;-0.680412;0.00106061;0.0680413;0.0680413;-0.0680412;0.000106061;-0.0680412;0.000106061;0.00114693;-0.000386774;0;0.1;0.0462961;0;
0.67474;-0.674739;0.000995518;0.067474;0.067474;-0.0674739;9.95518e-05;-0.0674739;9.95518e-05;0.00114965;-0.000382766;0;0.1;0.0455274;0;
0.669068;-0.669067;0.000930426;0.0669068;0.0669068;-0.0669067;9.30426e-05;-0.0669067;9.30426e-05;0.00115234;-0.000378758;0;0.1;0.0447652;0;
0.663395;-0.663395;0.000865333;0.0663395;0.0663395;-0.0663395;8.65333e-05;-0.0663395;8.65333e-05;0.00115501;-0.000374749;0;0.1;0.0440093;0;
0.657723;-0.657722;0.000800241;0.0657723;0.0657723;-0.0657722;8.00241e-05;-0.0657722;8.00241e-05;0.00115766;-0.000370741;0;0.1;0.0432599;0;
0.65205;-0.65205;0.000735148;0.065205;0.065205;-0.065205;7.35148e-05;-0.065205;7.35148e-05;0.00116029;-0.000366733;0;0.1;0.042517;0;
0.646378;-0.646378;0.000670056;0.0646378;0.0646378;-0.0646378;6.70056e-05;-0.0646378;6.70056e-05;0.00116289;-0.000362725;0;0.1;0.0417804;0;
